Anno,Quartiere,NIL,Uomini,Donne,Totale,Minori,Stranieri,Famiglie,Famiglie unipersonali,80 e più soli,Nati,Morti,Emigrati,Immigrati,80 e più,65 e più,Scuola dell'infanzia (numero),Scuola primaria (numero),Scuola secondaria di primo grado (numero),Area (metri quadrati),fermate linee superficie,fermate metro,piste ciclabili (m)
2015,Niguarda - Cà Granda,14,17289,19272,36561,5384,5093,18369,8261,1596,272,438,893,751,3376,10098,10,6,4,4251281 .95,115,0,859
2015,Ortomercato,29,2141,2068,4209,635,1595,2091,1028,162,38,46,113,190,320,894,1,1,1,1402519 .65,15,0,1400
2015,Padova,19,17968,18466,36434,5388,12344,18028,8182,1342,325,345,884,1417,2825,8007,7,4,3,2061945 .5,49,2,650
2015,Pagano,68,7859,9037,16896,3060,1569,8083,3424,653,135,167,413,506,1371,4034,2,2,2,1289734 .29,53,1,1887
2015,Parco Agricolo Sud,87,166,158,324,72,41,140,59,8,4,2,18,12,12,46,0,0,0,5844580 .12,1,0,2750
2015,Parco Bosco in Città,88,216,222,438,111,169,200,96,5,10,4,26,20,10,69,0,0,0,7837668 .61,22,0,100
2015,Parco dei Navigli,86,173,132,305,58,46,138,62,2,1,0,12,7,4,26,0,0,0,3617836 .27,2,0,0
2015,Parco delle Abbazie,85,241,218,459,131,205,191,93,3,11,2,28,6,7,39,0,0,0,13722000,22,0,1940
2015,Parco Forlanini - Ortica,24,540,448,988,151,313,500,265,22,14,3,47,73,36,124,0,0,0,2925814 .52,16,1,3800
2015,Parco Lambro - Cimiano,18,9021,10504,19525,2766,2968,9916,4491,1114,146,250,511,567,2202,5690,7,4,3,4971969 .5,61,3,1940
2015,Parco Monlué - Ponte Lambro,31,2689,2394,5083,986,1781,2198,959,99,49,41,234,226,177,746,1,1,0,2639289 .21,21,0,3430
2015,Parco Nord,84,47,47,94,18,23,47,23,2,1,1,5,3,3,14,1,1,0,1533639 .39,12,0,1200
2015,Parco Sempione,8,3,0,3,1,0,1,0,0,0,0,0,672,0,0,0,0,0,470434 .33,8,0,1350
2015,Porta Romana,27,7610,8661,16271,2221,1708,8306,3821,553,140,162,489,730,1078,3509,1,2,1,1002793 .53,36,1,420
2015,Portello,67,3692,4216,7908,1157,783,3978,1765,373,68,102,145,264,775,2159,3,3,1,909636 .6,22,0,0
2015,QT 8,66,1856,2230,4086,645,417,1956,841,233,24,49,73,94,454,1078,3,2,1,1024437 .42,18,1,917
2015,Quarto Cagnino,61,4658,5008,9666,1462,945,4681,1929,280,75,83,118,213,691,2571,3,1,1,986391 .48,29,0,630
2015,Quarto Oggiaro,76,14894,16105,30999,5203,6872,15328,6752,1207,229,435,701,556,2523,7134,6,5,3,2778263 .75,47,2,840
2015,Quinto Romano,62,2318,2450,4768,655,438,2305,925,133,27,37,95,73,296,1189,1,1,0,1645859 .77,19,0,1680
2015,Quintosole,39,645,158,803,64,143,164,92,7,3,10,65,97,15,104,0,0,0,1057528 .77,4,0,0
2015,Ripamonti,38,6838,7285,14123,2236,1698,6814,2591,480,108,110,298,349,1013,3683,4,2,1,1853233 .5,34,0,930
2015,Rogoredo,33,5064,4853,9917,2046,1981,4799,2136,195,113,62,281,276,401,1416,2,1,1,1200161 .64,8,0,0
2015,Ronchetto delle Rane,40,395,363,758,164,116,312,88,14,2,5,17,6,31,102,0,0,0,188870 .6,1,0,0
2015,Ronchetto sul Naviglio,48,6929,7670,14599,2078,1779,7409,3226,551,104,160,325,325,1205,4187,4,4,3,2406775 .2,39,0,4430
2015,S. Cristoforo,45,6488,6894,13382,2098,2534,7188,3650,428,106,121,299,483,861,3075,4,1,1,1596174 .14,37,0,4200
2015,S. Siro,60,6040,6499,12539,2302,2150,5776,1970,375,95,121,315,393,962,2921,6,8,4,3435307 .37,65,0,0
2015,Sacco,74,138,115,253,34,52,124,50,5,1,2,7,13,12,56,0,0,0,708465 .8,4,0,2204
2015,Sarpi,69,13732,16096,29828,4850,4989,14684,6746,1016,276,297,818,1085,2111,6219,5,4,3,1811914 .53,70,0,0
2015,Scalo Romana,36,6428,5615,12043,1757,4280,5951,2882,259,107,80,362,700,543,2091,0,1,0,1736727 .98,26,0,2000
2015,Selinunte,57,12799,13835,26634,4630,9477,13579,6761,1123,285,289,671,970,2041,5773,2,1,0,984925 .54,47,0,0
2015,Stadera,42,14610,15311,29921,4851,5906,15844,7636,1177,270,297,721,860,2328,6750,8,5,3,3232237 .35,47,1,2600
2015,Stephenson,75,47,36,83,9,24,40,15,1,0,0,2,5,2,16,0,0,0,560097 .89,0,0,0
2015,Tibaldi,43,5463,6006,11469,1407,1907,6084,3106,546,95,121,323,460,1012,2913,2,1,1,786214 .31,22,0,0
2015,Ticinese,6,9068,10543,19611,2716,2122,9883,4639,662,177,172,499,726,1328,4371,9,3,2,1255064 .75,37,0,184
2015,Tortona,50,6782,8185,14967,2334,1208,7248,3002,563,101,139,301,461,1192,3701,4,2,0,996786 .39,23,1,730
2015,Tre Torri,59,835,932,1767,350,238,822,339,60,11,14,25,137,117,356,0,0,0,513316 .34,14,0,780
2015,Trenno,64,2127,2066,4193,553,314,1982,751,109,18,31,115,134,247,1162,2,0,0,489710 .56,13,0,225
2015,Triulzo Superiore,32,943,658,1601,305,1095,837,485,18,16,3,71,110,28,111,0,0,0,1395022 .03,14,1,0
2015,Umbria - Molise,28,10586,11816,22402,3295,4398,11204,5180,927,188,202,533,723,1896,5309,3,1,0,1192396 .73,43,1,2910
2015,Viale Monza,16,13829,14629,28458,4481,6614,14494,6705,898,250,251,714,1030,1896,6411,9,6,2,3005623 .49,64,4,0
2015,Vigentina,5,6259,7287,13546,2168,1471,6384,2663,528,94,144,307,470,1182,3364,4,3,3,1135239 .32,39,0,0
2015,Villapizzone,71,19761,20722,40483,6624,12894,19955,9015,1500,376,418,982,1329,2983,8409,11,8,3,3427070 .6,84,0,902
2015,Washington,51,11790,14561,26351,4206,2559,13390,6182,1133,221,265,548,810,2266,6577,4,3,3,1306450 .76,59,0,2440
2015,XXII Marzo,26,14253,16869,31122,4695,2931,15495,6975,1212,223,308,695,912,2474,7718,5,3,3,1637499 .71,68,0,1140
2015,N.D.,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2016,Adriano,17,8459,7972,16431,3083,3581,7353,2943,297,163,97,429,576,622,2492,4,1,0,2431560 .11,34,0,1360
2016,Affori,80,12343,12395,24738,4166,7143,11963,5088,714,250,191,664,124,1514,4863,6,3,2,2070893 .65,21,2,1550
2016,Baggio,55,14054,15527,29581,4631,5364,14841,6717,1206,216,338,703,693,2578,7877,7,3,2,3478599 .96,55,0,0
2016,Bande Nere,52,19888,23862,43750,6120,6759,22269,10258,2354,357,661,1091,1408,4948,12380,13,7,6,2663880 .93,73,3,0
2016,Barona,46,7910,8962,16872,2295,2230,8012,3268,747,102,224,345,254,1597,5353,3,3,1,2006324 .59,59,0,1240
2016,Bicocca,15,4294,4137,8431,1517,1406,3985,1670,134,104,53,260,378,337,1290,0,0,0,1534521 .13,39,3,3070
2016,Bovisa,77,7057,6685,13742,2157,4904,7439,4073,454,136,103,399,169,799,2385,4,2,1,1913132 .63,27,1,3470
2016,Bovisasca,81,3362,3708,7070,1056,914,3308,1262,266,49,97,185,244,654,1953,3,1,1,1576826 .44,23,0,0
2016,Brera,2,8320,9636,17956,2914,2456,8987,4138,586,116,165,613,834,1218,4134,5,5,3,1637395 .23,63,4,1354
2016,Bruzzano,83,6258,6610,12868,2163,2367,6161,2418,358,117,126,346,7,850,3060,3,2,1,1667691 .29,21,1,0
2016,Buenos Aires - Venezia,21,28725,32831,61556,9151,7412,30661,13773,2172,480,562,1473,2085,4549,14281,9,5,4,2877542 .27,119,5,1220
2016,Cantalupa,47,258,240,498,76,73,254,112,3,3,5,20,27,9,87,0,0,0,926716 .81,2,0,1460
2016,Cascina Triulza - Expo,73,658,94,752,12,144,21,4,0,0,0,80,130,2,36,0,0,0,1729126 .9,1,0,2204
2016,Centrale,10,9344,8731,18075,2469,4498,8732,3977,527,150,132,568,856,1136,3641,3,3,3,1556077 .52,65,5,878
2016,Chiaravalle,34,549,517,1066,130,146,522,219,28,4,10,32,14,59,254,1,0,0,311640 .12,4,0,0
2016,Città Studi,22,16647,19474,36121,4938,5324,18229,8409,1605,277,380,923,1268,3282,9224,7,8,5,2207487 .44,88,2,564
2016,Comasina,82,4691,4821,9512,1799,3036,4357,1849,349,99,75,299,275,661,1916,3,2,2,926734 .56,24,1,0
2016,Corsica,25,8923,10518,19441,2754,2822,9604,4257,794,151,177,444,619,1719,4754,5,3,3,1081329 .7,35,2,1930
2016,De Angeli - Monte Rosa,58,9451,11436,20887,3231,2529,10492,4860,853,185,232,502,798,1825,5114,3,2,3,1323078 .54,249,2,1550
2016,Dergano,79,11819,10862,22681,3743,7841,11107,5263,618,226,175,713,710,1301,3930,3,3,3,1358615 .04,29,3,325
2016,Duomo,1,8121,8782,16903,2745,2114,8360,3813,529,128,121,508,829,1105,3731,4,4,3,2341704 .07,106,8,0
2016,Ex OM - Morivione,37,3694,4021,7715,1299,1285,3565,1543,215,54,122,215,257,622,1673,2,2,1,817976 .68,10,0,510
2016,Farini,78,2085,1872,3957,588,1412,1922,834,82,48,13,147,794,174,640,0,0,0,1010230 .89,17,0,325
2016,Figino,63,1022,1038,2060,357,427,1015,431,45,13,14,43,68,103,416,2,2,1,1424713 .85,11,0,0
2016,Forze Armate,56,11512,12772,24284,3736,4280,12249,5733,900,172,276,603,594,1855,6240,7,5,2,3206902 .39,66,2,0
2016,Gallaratese,65,14831,17165,31996,4241,2938,16384,7434,1759,180,470,634,599,4027,11094,6,6,3,3894538 .21,87,5,2570
2016,Garibaldi Repubblica,9,2632,2874,5506,727,763,2738,1253,172,49,44,149,305,373,1155,1,0,0,785668 .25,27,2,1290
2016,Ghisolfa,70,8244,9394,17638,2811,3092,8734,3871,752,167,165,412,548,1420,3867,0,0,0,1051452 .21,32,0,203
2016,Giambellino,49,14949,16533,31482,5141,7995,16051,7693,1308,274,322,826,821,2447,7051,2,2,2,1965274 .21,57,4,1890
2016,Giardini Porta Venezia,3,26,24,50,8,7,21,9,1,0,0,0,6,2,6,1,0,0,249646 .83,3,0,0
2016,Gratosoglio - Ticinello,41,8894,9882,18776,2958,2722,8656,3345,812,92,247,359,314,1950,5495,3,4,2,3312818 .32,37,0,2153
2016,Greco,13,7499,7895,15394,2392,3766,7540,3385,602,117,161,432,475,1279,3385,2,2,2,1768669 .43,35,0,3460
2016,Guastalla,4,6909,8117,15026,2348,1800,7433,3266,536,133,154,414,564,1130,3678,6,7,9,1548020 .74,52,2,0
2016,Isola,11,11021,11623,22644,3161,4068,11199,5057,741,209,185,723,956,1532,4638,4,3,3,1322966 .34,53,1,285
2016,Lambrate,23,5417,5717,11134,1910,2002,5407,2501,335,101,136,337,367,776,2133,6,4,2,3096861 .87,39,0,1595
2016,Lodi - Corvetto,35,17293,18756,36049,5504,9174,18030,8264,1536,309,458,1159,1058,3155,8645,9,7,4,3639092 .52,54,4,1680
2016,Lorenteggio,53,6543,7349,13892,2178,1968,6614,2662,657,110,172,318,445,1537,3715,5,4,2,2635327 .1,44,0,2100
2016,Loreto,20,23112,21593,44705,6485,15415,21814,9887,1175,398,359,1521,1923,2438,7800,7,5,4,1747565 .53,56,2,640
2016,Maciachini - Maggiolina,12,12447,13687,26134,3823,5230,13141,6122,1077,214,265,661,825,2144,6178,8,3,2,1674980 .95,51,1,458
2016,Magenta - S. Vittore,7,7990,9306,17296,2971,1847,8358,3483,593,127,154,426,684,1244,3909,5,6,4,1390146 .88,58,4,1840
2016,Maggiore - Musocco,72,2481,2653,5134,847,874,2852,1356,175,41,65,101,161,344,1309,2,2,1,3030188 .71,47,0,0
2016,Mecenate,30,8865,10178,19043,2837,3052,9668,4387,1155,151,291,452,397,2457,5406,5,4,2,3821389 .97,86,0,1940
2016,Muggiano,54,1531,1557,3088,748,204,1350,513,33,29,12,51,66,78,349,1,1,0,444218 .42,7,0,1040
2016,Navigli,44,8041,9099,17140,2552,2191,8608,4181,543,187,136,472,660,1102,3407,4,1,0,1483927 .87,58,2,8020
2016,Niguarda - Cà Granda,14,17297,19238,36535,5356,5132,18401,8329,1620,249,443,956,817,3436,10049,10,6,4,4251281 .95,115,0,859
2016,Ortomercato,29,2127,2068,4195,649,1604,2087,997,153,37,35,146,136,321,877,1,1,1,1402519 .65,15,0,1400
2016,Padova,19,18132,18586,36718,5455,12430,18128,8267,1349,340,350,1025,1201,2842,7943,7,4,3,2061945 .5,49,2,650
2016,Pagano,68,7997,9156,17153,3101,1613,8233,3542,668,128,158,351,539,1380,4048,2,2,2,1289734 .29,53,1,1887
2016,Parco Agricolo Sud,87,157,140,297,69,29,138,60,6,6,8,44,21,11,40,0,0,0,5844580 .12,1,0,2750
2016,Parco Bosco in Città,88,180,187,367,82,98,176,87,4,6,1,87,1,12,74,0,0,0,7837668 .61,22,0,100
2016,Parco dei Navigli,86,170,125,295,56,44,128,59,2,3,1,20,18,5,27,0,0,0,3617836 .27,2,0,0
2016,Parco delle Abbazie,85,236,218,454,133,188,180,87,3,11,0,27,16,8,39,0,0,0,13722000,22,0,1940
2016,Parco Forlanini - Ortica,24,675,476,1151,148,469,517,274,21,8,7,39,228,35,127,0,0,0,2925814 .52,16,1,3800
2016,Parco Lambro - Cimiano,18,8972,10388,19360,2743,2881,9885,4488,1104,140,264,535,508,2221,5594,7,4,3,4971969 .5,61,3,1940
2016,Parco Monlué - Ponte Lambro,31,2685,2367,5052,971,1735,2231,985,94,46,42,295,221,176,728,1,1,0,2639289 .21,21,0,3430
2016,Parco Nord,84,50,51,101,19,21,47,24,2,1,1,1,10,3,13,1,1,0,1533639 .39,12,0,1200
2016,Parco Sempione,8,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,470434 .33,8,0,1350
2016,Porta Romana,27,7678,8724,16402,2248,1711,8417,3893,562,157,152,389,700,1104,3514,1,2,1,1002793 .53,36,1,420
2016,Portello,67,3769,4321,8090,1203,785,4089,1837,369,68,99,190,270,774,2173,2,2,1,909636 .6,22,0,0
2016,QT 8,66,1828,2206,4034,631,390,1960,848,229,28,51,114,71,433,1062,3,2,1,1024437 .42,18,1,917
2016,Quarto Cagnino,61,4732,5075,9807,1502,977,4762,1999,304,63,106,183,196,739,2579,3,1,1,986391 .48,29,0,630
2016,Quarto Oggiaro,76,14807,16031,30838,5167,6851,15226,6731,1215,227,356,771,525,2535,7106,6,5,3,2778263 .75,47,2,840
2016,Quinto Romano,62,2306,2440,4746,653,456,2324,942,143,24,42,102,70,318,1226,1,1,0,1645859 .77,19,0,1680
2016,Quintosole,39,631,155,786,55,144,161,90,6,0,1,74,91,15,124,0,0,0,1057528 .77,4,0,0
2016,Ripamonti,38,6957,7482,14439,2308,1754,6971,2686,506,114,129,280,355,1089,3729,4,2,1,1853233 .5,34,0,930
2016,Rogoredo,33,5129,4945,10074,2119,1964,4866,2132,210,114,67,302,322,409,1427,2,1,1,1200161 .64,8,0,0
2016,Ronchetto delle Rane,40,394,353,747,158,117,321,94,10,2,6,15,11,27,101,0,0,0,188870 .6,1,0,0
2016,Ronchetto sul Naviglio,48,6907,7647,14554,2075,1820,7327,3188,561,86,158,355,319,1284,4165,4,4,3,2406775 .2,39,0,4430
2016,S. Cristoforo,45,6616,6890,13506,2094,2561,7241,3703,436,124,129,413,584,875,3022,5,1,1,1596174 .14,37,0,4200
2016,S. Siro,60,6061,6513,12574,2276,2145,5810,2003,378,74,129,353,382,1002,2913,6,8,3,3435307 .37,65,0,0
2016,Sacco,74,142,113,255,34,56,132,51,5,4,3,3,8,14,57,0,0,0,708465 .8,4,0,2204
2016,Sarpi,69,13846,16249,30095,4926,5052,14814,6829,1013,316,301,785,1135,2115,6198,5,4,3,1811914 .53,70,0,0
2016,Scalo Romana,36,6591,5739,12330,1821,4346,6097,2978,273,103,77,384,595,569,2134,0,1,0,1736727 .98,26,0,2000
2016,Selinunte,57,12964,13926,26890,4724,9644,13661,6820,1127,258,307,761,909,2038,5680,2,1,0,984925 .54,47,0,0
2016,Stadera,42,14614,15437,30051,4898,5933,15958,7749,1217,263,282,784,743,2392,6756,8,5,3,3232237 .35,47,1,2600
2016,Stephenson,75,43,36,79,9,24,38,13,1,0,0,4,531,4,16,0,0,0,560097 .89,0,0,0
2016,Tibaldi,43,5483,6038,11521,1458,1895,6122,3131,582,103,125,309,405,1059,2891,2,1,1,786214 .31,22,0,0
2016,Ticinese,6,9004,10525,19529,2696,2055,9834,4698,671,171,192,514,742,1336,4376,7,3,2,1255064 .75,37,0,184
2016,Tortona,50,6768,8176,14944,2334,1172,7249,3041,582,127,159,313,464,1244,3697,4,2,0,996786 .39,23,1,730
2016,Tre Torri,59,935,1045,1980,425,325,900,373,71,13,9,29,122,125,367,0,0,0,513316 .34,14,0,780
2016,Trenno,64,2113,2057,4170,523,327,2004,776,123,18,22,122,114,267,1215,1,0,0,489710 .56,13,0,225
2016,Triulzo Superiore,32,945,691,1636,339,1117,838,470,16,26,7,69,81,24,115,0,0,0,1395022 .03,14,1,0
2016,Umbria - Molise,28,10686,11914,22600,3392,4440,11344,5273,937,198,229,600,739,1917,5307,3,1,0,1192396 .73,43,1,2910
2016,Viale Monza,16,14010,14731,28741,4534,6675,14693,6847,916,254,289,734,930,1945,6426,9,6,2,3005623 .49,64,4,0
2016,Vigentina,5,6292,7295,13587,2184,1421,6384,2654,531,97,124,315,485,1196,3344,4,3,3,1135239 .32,39,0,0
2016,Villapizzone,71,20015,20826,40841,6713,12928,20157,9146,1509,385,412,1004,1268,3018,8420,11,8,3,3427070 .6,84,0,902
2016,Washington,51,11938,14711,26649,4297,2546,13519,6245,1126,197,231,598,755,2273,6566,4,3,3,1306450 .76,59,0,2440
2016,XXII Marzo,26,14345,16995,31340,4696,2971,15643,7098,1224,249,286,696,1052,2514,7725,5,3,3,1637499 .71,68,0,1140
2017,Adriano,17,8778,8169,16947,3110,3921,7521,3001,308,139,73,784,462,665,2602,4,1,0,2431560 .11,34,0,1360
2017,Affori,80,12438,12455,24893,4215,7214,12023,5143,744,259,210,835,574,1556,4882,6,3,2,2070893 .65,21,2,1550
2017,Baggio,55,14062,15599,29661,4694,5541,14894,6793,1255,219,371,738,612,2692,7821,7,3,2,3478599 .96,55,0,0
2017,Bande Nere,52,20202,24028,44230,6215,7050,22522,10464,2383,340,678,1510,935,5027,12207,13,7,6,2663880 .93,73,3,0
2017,Barona,46,7963,9055,17018,2371,2376,8062,3310,796,129,274,339,310,1692,5339,3,3,1,2006324 .59,59,0,1240
2017,Bicocca,15,4310,4233,8543,1538,1444,4018,1669,142,110,39,395,280,367,1333,0,0,0,1534521 .13,39,3,3070
2017,Bovisa,77,7150,6767,13917,2163,4950,7566,4164,443,131,104,658,392,814,2377,4,2,1,1913132 .63,27,1,3470
2017,Bovisasca,81,3381,3716,7097,1057,978,3340,1306,282,42,96,171,156,678,1974,3,1,1,1576826 .44,23,0,0
2017,Brera,2,8442,9757,18199,2987,2506,9150,4264,609,152,162,1004,629,1274,4190,5,5,3,1637395 .23,63,4,1354
2017,Bruzzano,83,6298,6630,12928,2179,2469,6215,2446,376,132,119,278,253,874,3091,3,2,1,1667691 .29,21,1,0
2017,Buenos Aires - Venezia,21,28971,32920,61891,9134,7428,30864,13965,2173,446,599,2275,1430,4607,14317,9,5,4,2877542 .27,119,5,1220
2017,Cantalupa,47,262,248,510,79,81,250,113,4,3,1,29,9,16,88,0,0,0,926716 .81,2,0,1460
2017,Cascina Triulza - Expo,73,704,105,809,13,175,32,5,0,0,3,129,72,4,49,0,0,0,1729126 .9,1,0,2204
2017,Centrale,10,9670,8894,18564,2504,4822,8976,4161,545,147,156,1044,448,1163,3665,3,3,3,1556077 .52,65,5,878
2017,Chiaravalle,34,546,509,1055,125,146,519,228,29,1,8,28,25,59,265,1,0,0,311640 .12,4,0,0
2017,Città Studi,22,16754,19478,36232,4935,5303,18322,8513,1606,248,389,1331,865,3318,9171,7,8,5,2207487 .44,88,2,564
2017,Comasina,82,4691,4833,9524,1788,3107,4338,1834,339,80,87,273,290,647,1873,3,2,2,926734 .56,24,1,0
2017,Corsica,25,9016,10603,19619,2776,2848,9717,4342,808,179,200,644,426,1747,4732,5,3,3,1081329 .7,35,2,1930
2017,De Angeli - Monte Rosa,58,9590,11573,21163,3215,2585,10686,5036,892,172,211,843,462,1864,5115,3,2,3,1323078 .54,249,2,1550
2017,Dergano,79,11949,11011,22960,3805,7938,11274,5366,613,219,167,972,663,1330,3954,3,3,3,1358615 .04,29,3,325
2017,Duomo,1,8070,8812,16882,2718,2064,8394,3863,539,131,154,839,625,1145,3752,4,4,3,2341704 .07,106,8,0
2017,Ex OM - Morivione,37,3702,4008,7710,1266,1283,3563,1551,213,66,142,281,213,624,1656,2,2,1,817976 .68,10,0,510
2017,Farini,78,2094,1838,3932,576,1366,1904,829,83,39,19,168,131,189,647,0,0,0,1010230 .89,17,0,325
2017,Figino,63,1074,1096,2170,384,473,1061,472,51,16,17,79,52,105,431,2,2,1,1424713 .85,11,0,0
2017,Forze Armate,56,11515,12814,24329,3797,4393,12317,5794,922,193,241,645,567,1943,6267,7,5,2,3206902 .39,66,2,0
2017,Gallaratese,65,15013,17481,32494,4434,3465,16672,7648,1874,182,465,740,616,4271,10967,6,6,3,3894538 .21,87,5,2570
2017,Garibaldi Repubblica,9,2649,2950,5599,746,796,2791,1278,175,34,52,269,146,0,1175,1,0,0,785668 .25,27,2,1290
2017,Ghisolfa,70,8438,9507,17945,2829,3145,8842,3939,755,159,195,829,430,1428,3839,0,0,0,1051452 .21,32,0,203
2017,Giambellino,49,14880,16555,31435,5141,8081,16053,7755,1333,250,303,954,762,2497,7017,2,2,2,1965274 .21,57,4,1890
2017,Giardini Porta Venezia,3,20,18,38,5,6,19,10,1,0,0,1,0,2,6,1,0,0,249646 .83,3,0,0
2017,Gratosoglio - Ticinello,41,8854,9825,18679,2900,2732,8623,3382,855,90,220,320,363,2062,5429,3,4,2,3312818 .32,37,0,2153
2017,Greco,13,7606,7994,15600,2437,3793,7665,3440,605,133,143,574,378,1295,3382,2,2,2,1768669 .43,35,0,3460
2017,Guastalla,4,6923,8127,15050,2296,1784,7453,3295,534,84,116,548,327,1171,3721,6,7,9,1548020 .74,52,2,0
2017,Isola,11,11146,11750,22896,3204,4243,11375,5152,738,211,219,1160,608,1528,4604,4,3,3,1322966 .34,53,1,285
2017,Lambrate,23,5497,5822,11319,1921,2017,5828,2729,343,109,133,437,319,791,2136,6,4,2,3096861 .87,39,0,1595
2017,Lodi - Corvetto,35,17275,18810,36085,5533,9300,18044,8325,1528,302,467,1185,978,3155,8525,9,7,4,3639092 .52,54,4,1680
2017,Lorenteggio,53,6636,7380,14016,2213,1995,6677,2705,652,109,199,409,293,1556,3665,5,4,2,2635327 .1,44,0,2100
2017,Loreto,20,23313,21550,44863,6448,15364,21907,9971,1194,363,329,2162,1345,2525,7856,6,5,4,1747565 .53,56,2,640
2017,Maciachini - Maggiolina,12,12498,13694,26192,3814,5197,13195,6243,1101,200,241,906,639,2209,6144,8,3,2,1674980 .95,51,1,458
2017,Magenta - S. Vittore,7,8131,9337,17468,2994,1863,8449,3530,603,128,160,707,424,1256,3919,5,6,4,1390146 .88,58,4,1840
2017,Maggiore - Musocco,72,2785,2913,5698,966,985,3154,1515,169,57,55,311,85,360,1296,2,2,1,3030188 .71,47,0,0
2017,Mecenate,30,8898,10245,19143,2866,3133,9778,4496,1172,129,301,476,378,2488,5284,5,4,2,3821389 .97,86,0,1940
2017,Muggiano,54,1535,1569,3104,698,202,1381,546,39,22,4,74,61,97,373,1,1,0,444218 .42,7,0,1040
2017,Navigli,44,8053,9069,17122,2514,2168,8665,4270,550,153,169,749,480,1098,3386,4,1,0,1483927 .87,58,2,8020
2017,Niguarda - Cà Granda,14,17450,19345,36795,5415,5497,18568,8473,1657,222,472,904,886,3535,9974,10,6,4,4251281 .95,115,0,859
2017,Ortomercato,29,2152,2065,4217,645,1581,2095,1019,148,33,45,147,137,315,858,1,1,1,1402519 .65,15,0,1400
2017,Padova,19,18360,18721,37081,5554,12642,18328,8398,1376,329,360,1376,1039,2910,7866,7,4,3,2061945 .5,49,2,650
2017,Pagano,68,8167,9225,17392,3131,1648,8340,3596,669,123,179,601,358,1392,4045,2,2,2,1289734 .29,53,1,1887
2017,Parco Agricolo Sud,87,160,142,302,73,36,128,53,5,3,1,25,17,10,41,0,0,0,5844580 .12,1,0,2750
2017,Parco Bosco in Città,88,259,255,514,131,135,226,109,4,3,6,40,8,13,79,0,0,0,7837668 .61,22,0,100
2017,Parco dei Navigli,86,168,121,289,55,45,132,63,3,3,1,10,21,6,30,0,0,0,3617836 .27,2,0,0
2017,Parco delle Abbazie,85,229,216,445,136,174,174,78,4,12,1,11,18,8,38,0,0,0,13722000,22,0,1940
2017,Parco Forlanini - Ortica,24,2013,595,2608,178,1922,553,304,24,20,6,1596,74,37,127,0,0,0,2925814 .52,16,1,3800
2017,Parco Lambro - Cimiano,18,9089,10457,19546,2780,2951,10424,4806,1140,145,258,629,404,2247,5542,7,4,3,4971969 .5,61,3,1940
2017,Parco Monlué - Ponte Lambro,31,2772,2398,5170,973,1886,2249,965,95,51,41,287,172,188,737,1,1,0,2639289 .21,21,0,3430
2017,Parco Nord,84,49,51,100,18,21,42,20,2,0,0,0,5,3,13,1,1,0,1533639 .39,12,0,1200
2017,Parco Sempione,8,2,0,2,1,0,1,0,0,0,0,0,1,0,,0,0,0,470434 .33,8,0,1350
2017,Porta Romana,27,7741,8696,16437,2261,1695,8407,3934,567,134,155,692,383,1139,3514,1,2,1,1002793 .53,36,1,420
2017,Portello,67,3866,4445,8311,1270,852,4192,1892,370,72,86,306,152,796,2197,3,3,2,909636 .6,22,0,0
2017,QT 8,66,1853,2213,4066,644,415,1976,852,217,27,47,99,52,420,1058,3,2,1,1024437 .42,18,1,917
2017,Quarto Cagnino,61,4747,5124,9871,1531,1054,4814,2038,328,74,82,214,162,795,2597,3,1,1,986391 .48,29,0,630
2017,Quarto Oggiaro,76,14730,15904,30634,5056,6999,15136,6732,1233,201,371,623,771,2573,7040,6,5,3,2778263 .75,47,2,840
2017,Quinto Romano,62,2305,2401,4706,630,490,2325,951,155,19,51,79,93,340,1248,1,1,0,1645859 .77,19,0,1680
2017,Quintosole,39,697,158,855,51,143,165,90,7,1,5,138,51,18,131,0,0,0,1057528 .77,4,0,0
2017,Ripamonti,38,7067,7566,14633,2334,1775,7122,2796,537,114,139,462,337,1128,3732,4,2,1,1853233 .5,34,0,930
2017,Rogoredo,33,5179,4979,10158,2120,1935,4894,2170,215,119,68,362,289,413,1439,2,1,1,1200161 .64,8,0,0
2017,Ronchetto delle Rane,40,384,350,734,142,116,323,94,8,3,7,6,16,28,103,0,0,0,188870 .6,1,0,0
2017,Ronchetto sul Naviglio,48,6868,7649,14517,2058,1800,7379,3237,593,90,141,336,328,1359,4167,4,4,3,2406775 .2,39,0,4430
2017,S. Cristoforo,45,6680,6960,13640,2106,2654,7330,3820,449,109,131,541,386,926,3030,5,1,1,1596174 .14,37,0,4200
2017,S. Siro,60,6119,6572,12691,2242,2231,5889,2085,404,83,122,405,281,1063,2932,6,8,3,3435307 .37,65,0,0
2017,Sacco,74,143,112,255,33,61,126,52,8,2,1,2,5,16,59,0,0,0,708465 .8,4,0,2204
2017,Sarpi,69,14069,16493,30562,5014,5129,15081,6991,1003,286,275,1247,667,2126,6235,5,4,3,1811914 .53,70,0,0
2017,Scalo Romana,36,6682,5843,12525,1914,4372,6172,3021,279,142,84,624,352,595,2148,0,1,0,1736727 .98,26,0,2000
